id,Category,len,attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,attr_7,attr_8,attr_9,attr_10
33270,Women Tshirts,8,white,loose,long,printed,typography,default,regular sleeves,zari woven,regular sleeves,no
33271,Women Tshirts,8,default,loose,long,printed,graphic,short sleeves,regular sleeves,zari woven,regular sleeves,no
33272,Women Tshirts,8,default,boxy,crop,printed,funky print,long sleeves,cuffed sleeves,zari woven,regular sleeves,no
33273,Women Tshirts,8,default,loose,long,printed,funky print,short sleeves,regular sleeves,zari woven,regular sleeves,no
33274,Women Tshirts,8,white,loose,long,printed,funky print,default,regular sleeves,zari woven,regular sleeves,no
33275,Women Tshirts,8,multicolor,regular,long,default,default,short sleeves,regular sleeves,zari woven,regular sleeves,no
33276,Women Tshirts,8,black,regular,crop,printed,funky print,long sleeves,cuffed sleeves,zari woven,regular sleeves,no
33277,Women Tshirts,8,black,regular,regular,printed,funky print,long sleeves,cuffed sleeves,zari woven,regular sleeves,no
33278,Women Tshirts,8,black,regular,crop,printed,funky print,long sleeves,cuffed sleeves,zari woven,regular sleeves,no
33279,Women Tshirts,8,yellow,regular,crop,printed,funky print,long sleeves,cuffed sleeves,zari woven,regular sleeves,no
33280,Women Tshirts,8,black,loose,long,printed,funky print,short sleeves,regular sleeves,zari woven,regular sleeves,no
33281,Women Tshirts,8,black,boxy,crop,printed,typography,long sleeves,cuffed sleeves,zari woven,regular sleeves,no
33282,Women Tshirts,8,black,regular,crop,solid,solid,short sleeves,regular sleeves,zari woven,regular sleeves,no
33283,Women Tshirts,8,black,loose,long,printed,graphic,short sleeves,regular sleeves,zari woven,regular sleeves,no
33284,Women Tshirts,8,black,boxy,crop,solid,solid,short sleeves,regular sleeves,zari woven,regular sleeves,no
33285,Women Tshirts,8,default,regular,regular,printed,funky print,long sleeves,cuffed sleeves,zari woven,regular sleeves,no
33286,Women Tshirts,8,default,loose,regular,solid,solid,short sleeves,regular sleeves,zari woven,regular sleeves,no
33287,Women Tshirts,8,black,regular,regular,solid,solid,long sleeves,regular sleeves,zari woven,regular sleeves,no
33288,Women Tshirts,8,black,loose,regular,printed,graphic,default,regular sleeves,zari woven,regular sleeves,no
33289,Women Tshirts,8,default,regular,crop,printed,quirky,default,regular sleeves,zari woven,regular sleeves,no
33290,Women Tshirts,8,default,boxy,crop,solid,solid,short sleeves,regular sleeves,zari woven,regular sleeves,no
33291,Women Tshirts,8,black,loose,long,printed,quirky,short sleeves,regular sleeves,zari woven,regular sleeves,no
33292,Women Tshirts,8,yellow,regular,crop,solid,solid,short sleeves,regular sleeves,zari woven,regular sleeves,no
33293,Women Tshirts,8,yellow,regular,regular,solid,solid,long sleeves,regular sleeves,zari woven,regular sleeves,no
33294,Women Tshirts,8,yellow,regular,crop,printed,graphic,default,regular sleeves,zari woven,regular sleeves,no
33295,Women Tshirts,8,pink,regular,regular,solid,solid,long sleeves,regular sleeves,zari woven,regular sleeves,no
33296,Women Tshirts,8,default,regular,long,printed,graphic,default,regular sleeves,zari woven,regular sleeves,no
33297,Women Tshirts,8,black,regular,regular,default,typography,short sleeves,regular sleeves,zari woven,regular sleeves,no
33298,Women Tshirts,8,black,regular,crop,printed,funky print,long sleeves,cuffed sleeves,zari woven,regular sleeves,no
33299,Women Tshirts,8,yellow,regular,crop,printed,graphic,default,regular sleeves,zari woven,regular sleeves,no
33300,Women Tshirts,8,yellow,regular,crop,printed,quirky,default,regular sleeves,zari woven,regular sleeves,no
33301,Women Tshirts,8,pink,regular,regular,printed,quirky,default,regular sleeves,zari woven,regular sleeves,no
33302,Women Tshirts,8,yellow,loose,long,printed,funky print,short sleeves,regular sleeves,zari woven,regular sleeves,no
33303,Women Tshirts,8,black,loose,long,printed,graphic,short sleeves,regular sleeves,zari woven,regular sleeves,no
33304,Women Tshirts,8,default,regular,crop,printed,typography,default,regular sleeves,zari woven,regular sleeves,no
33305,Women Tshirts,8,pink,regular,crop,solid,solid,short sleeves,regular sleeves,zari woven,regular sleeves,no
33306,Women Tshirts,8,maroon,regular,crop,solid,solid,short sleeves,regular sleeves,zari woven,regular sleeves,no
33307,Women Tshirts,8,black,regular,crop,printed,funky print,long sleeves,cuffed sleeves,zari woven,regular sleeves,no
33308,Women Tshirts,8,white,loose,long,printed,graphic,default,regular sleeves,zari woven,regular sleeves,no
33309,Women Tshirts,8,yellow,regular,crop,printed,quirky,long sleeves,cuffed sleeves,zari woven,regular sleeves,no
33310,Women Tshirts,8,black,loose,long,printed,funky print,short sleeves,regular sleeves,zari woven,regular sleeves,no
33311,Women Tshirts,8,white,loose,long,printed,graphic,default,regular sleeves,zari woven,regular sleeves,no
33312,Women Tshirts,8,black,boxy,crop,solid,solid,short sleeves,regular sleeves,zari woven,regular sleeves,no
33313,Women Tshirts,8,white,loose,long,printed,graphic,default,regular sleeves,zari woven,regular sleeves,no
33314,Women Tshirts,8,white,loose,long,printed,graphic,default,regular sleeves,zari woven,regular sleeves,no
33315,Women Tshirts,8,default,loose,long,printed,default,default,regular sleeves,zari woven,regular sleeves,no
33316,Women Tshirts,8,white,loose,long,printed,graphic,default,regular sleeves,zari woven,regular sleeves,no
33317,Women Tshirts,8,white,loose,long,printed,graphic,default,regular sleeves,zari woven,regular sleeves,no
33318,Women Tshirts,8,default,regular,regular,default,default,short sleeves,regular sleeves,zari woven,regular sleeves,no
33319,Women Tshirts,8,pink,regular,crop,printed,funky print,long sleeves,cuffed sleeves,zari woven,regular sleeves,no
33320,Women Tshirts,8,default,regular,regular,default,default,short sleeves,regular sleeves,zari woven,regular sleeves,no
33321,Women Tshirts,8,default,regular,crop,printed,funky print,long sleeves,cuffed sleeves,zari woven,regular sleeves,no
33322,Women Tshirts,8,default,regular,crop,printed,funky print,long sleeves,cuffed sleeves,zari woven,regular sleeves,no
33323,Women Tshirts,8,default,regular,regular,solid,solid,long sleeves,regular sleeves,zari woven,regular sleeves,no
33324,Women Tshirts,8,yellow,regular,regular,printed,funky print,default,regular sleeves,zari woven,regular sleeves,no
33325,Women Tshirts,8,white,loose,long,printed,typography,default,regular sleeves,zari woven,regular sleeves,no
33326,Women Tshirts,8,default,regular,crop,printed,graphic,default,regular sleeves,zari woven,regular sleeves,no
33327,Women Tshirts,8,default,regular,regular,default,default,short sleeves,regular sleeves,zari woven,regular sleeves,no
33328,Women Tshirts,8,default,regular,crop,printed,graphic,default,regular sleeves,zari woven,regular sleeves,no
33329,Women Tshirts,8,default,regular,regular,printed,graphic,default,regular sleeves,zari woven,regular sleeves,no
33330,Women Tshirts,8,yellow,regular,crop,printed,default,long sleeves,cuffed sleeves,zari woven,regular sleeves,no
33331,Women Tshirts,8,white,loose,long,printed,graphic,default,regular sleeves,zari woven,regular sleeves,no
33332,Women Tshirts,8,black,regular,crop,printed,funky print,default,regular sleeves,zari woven,regular sleeves,no
33333,Women Tshirts,8,white,loose,long,printed,graphic,default,regular sleeves,zari woven,regular sleeves,no
33334,Women Tshirts,8,maroon,loose,long,printed,graphic,short sleeves,regular sleeves,zari woven,regular sleeves,no
33335,Women Tshirts,8,default,regular,long,printed,funky print,default,regular sleeves,zari woven,regular sleeves,no
33336,Women Tshirts,8,default,regular,long,printed,funky print,default,regular sleeves,zari woven,regular sleeves,no
33337,Women Tshirts,8,black,regular,long,printed,funky print,default,regular sleeves,zari woven,regular sleeves,no
33338,Women Tshirts,8,black,loose,long,printed,graphic,short sleeves,regular sleeves,zari woven,regular sleeves,no
33339,Women Tshirts,8,multicolor,regular,long,default,default,short sleeves,regular sleeves,zari woven,regular sleeves,no
33340,Women Tshirts,8,maroon,regular,crop,printed,funky print,long sleeves,cuffed sleeves,zari woven,regular sleeves,no
33341,Women Tshirts,8,black,regular,long,printed,funky print,default,regular sleeves,zari woven,regular sleeves,no
33342,Women Tshirts,8,default,loose,long,printed,funky print,short sleeves,regular sleeves,zari woven,regular sleeves,no
33343,Women Tshirts,8,default,loose,long,printed,funky print,short sleeves,regular sleeves,zari woven,regular sleeves,no
33344,Women Tshirts,8,black,regular,long,printed,funky print,default,regular sleeves,zari woven,regular sleeves,no
33345,Women Tshirts,8,black,regular,long,default,default,short sleeves,regular sleeves,zari woven,regular sleeves,no
33346,Women Tshirts,8,maroon,regular,crop,solid,solid,short sleeves,regular sleeves,zari woven,regular sleeves,no
33347,Women Tshirts,8,default,loose,long,printed,graphic,short sleeves,regular sleeves,zari woven,regular sleeves,no
33348,Women Tshirts,8,yellow,regular,crop,printed,funky print,long sleeves,cuffed sleeves,zari woven,regular sleeves,no
33349,Women Tshirts,8,maroon,loose,long,printed,graphic,short sleeves,regular sleeves,zari woven,regular sleeves,no
33350,Women Tshirts,8,maroon,regular,crop,printed,default,long sleeves,cuffed sleeves,zari woven,regular sleeves,no
33351,Women Tshirts,8,yellow,boxy,crop,solid,solid,short sleeves,regular sleeves,zari woven,regular sleeves,no
33352,Women Tshirts,8,black,regular,crop,printed,funky print,long sleeves,cuffed sleeves,zari woven,regular sleeves,no
33353,Women Tshirts,8,default,loose,regular,solid,solid,default,regular sleeves,zari woven,regular sleeves,no
33354,Women Tshirts,8,white,loose,long,printed,graphic,default,regular sleeves,zari woven,regular sleeves,no
33355,Women Tshirts,8,pink,regular,crop,printed,funky print,long sleeves,cuffed sleeves,zari woven,regular sleeves,no
33356,Women Tshirts,8,maroon,regular,crop,printed,funky print,long sleeves,cuffed sleeves,zari woven,regular sleeves,no
33357,Women Tshirts,8,default,regular,crop,solid,solid,short sleeves,regular sleeves,zari woven,regular sleeves,no
33358,Women Tshirts,8,maroon,regular,regular,solid,solid,short sleeves,regular sleeves,zari woven,regular sleeves,no
33359,Women Tshirts,8,white,loose,long,printed,graphic,default,regular sleeves,zari woven,regular sleeves,no
33360,Women Tshirts,8,black,loose,long,printed,graphic,short sleeves,regular sleeves,zari woven,regular sleeves,no
33361,Women Tshirts,8,pink,loose,long,printed,funky print,short sleeves,regular sleeves,zari woven,regular sleeves,no
33362,Women Tshirts,8,default,regular,crop,solid,solid,long sleeves,regular sleeves,zari woven,regular sleeves,no
33363,Women Tshirts,8,black,regular,crop,solid,solid,long sleeves,regular sleeves,zari woven,regular sleeves,no
33364,Women Tshirts,8,black,loose,long,printed,graphic,short sleeves,regular sleeves,zari woven,regular sleeves,no
33365,Women Tshirts,8,multicolor,loose,long,printed,funky print,short sleeves,regular sleeves,zari woven,regular sleeves,no
33366,Women Tshirts,8,black,regular,regular,solid,solid,long sleeves,regular sleeves,zari woven,regular sleeves,no
33367,Women Tshirts,8,white,regular,regular,default,default,long sleeves,cuffed sleeves,zari woven,regular sleeves,no
33368,Women Tshirts,8,multicolor,loose,long,printed,funky print,short sleeves,regular sleeves,zari woven,regular sleeves,no
33369,Women Tshirts,8,black,regular,crop,printed,funky print,long sleeves,cuffed sleeves,zari woven,regular sleeves,no
33370,Women Tshirts,8,white,boxy,crop,printed,funky print,long sleeves,cuffed sleeves,zari woven,regular sleeves,no
33371,Women Tshirts,8,white,regular,crop,solid,solid,default,regular sleeves,zari woven,regular sleeves,no
33372,Women Tshirts,8,black,loose,long,printed,funky print,short sleeves,regular sleeves,zari woven,regular sleeves,no
33373,Women Tshirts,8,default,regular,regular,default,default,default,regular sleeves,zari woven,regular sleeves,no
33374,Women Tshirts,8,pink,regular,regular,solid,solid,short sleeves,regular sleeves,zari woven,regular sleeves,no
33375,Women Tshirts,8,default,regular,regular,solid,solid,short sleeves,regular sleeves,zari woven,regular sleeves,no
33376,Women Tshirts,8,default,regular,regular,solid,solid,long sleeves,regular sleeves,zari woven,regular sleeves,no
33377,Women Tshirts,8,default,loose,long,printed,funky print,short sleeves,regular sleeves,zari woven,regular sleeves,no
33378,Women Tshirts,8,default,loose,long,printed,graphic,short sleeves,regular sleeves,zari woven,regular sleeves,no
33379,Women Tshirts,8,yellow,boxy,crop,printed,typography,long sleeves,cuffed sleeves,zari woven,regular sleeves,no
33380,Women Tshirts,8,default,boxy,crop,printed,typography,long sleeves,cuffed sleeves,zari woven,regular sleeves,no
33381,Women Tshirts,8,default,boxy,crop,printed,typography,long sleeves,cuffed sleeves,zari woven,regular sleeves,no
33382,Women Tshirts,8,pink,boxy,crop,printed,typography,long sleeves,cuffed sleeves,zari woven,regular sleeves,no
33383,Women Tshirts,8,black,loose,long,printed,funky print,short sleeves,regular sleeves,zari woven,regular sleeves,no
33384,Women Tshirts,8,black,regular,crop,printed,graphic,long sleeves,cuffed sleeves,zari woven,regular sleeves,no
33385,Women Tshirts,8,default,loose,long,printed,quirky,short sleeves,regular sleeves,zari woven,regular sleeves,no
33386,Women Tshirts,8,black,regular,crop,printed,typography,default,regular sleeves,zari woven,regular sleeves,no
33387,Women Tshirts,8,pink,loose,long,printed,funky print,short sleeves,regular sleeves,zari woven,regular sleeves,no
33388,Women Tshirts,8,pink,regular,crop,printed,funky print,long sleeves,cuffed sleeves,zari woven,regular sleeves,no
33389,Women Tshirts,8,pink,loose,long,printed,funky print,short sleeves,regular sleeves,zari woven,regular sleeves,no
33390,Women Tshirts,8,black,loose,long,printed,quirky,short sleeves,regular sleeves,zari woven,regular sleeves,no
33391,Women Tshirts,8,pink,loose,long,printed,graphic,short sleeves,regular sleeves,zari woven,regular sleeves,no
33392,Women Tshirts,8,multicolor,loose,long,printed,funky print,short sleeves,regular sleeves,zari woven,regular sleeves,no
33393,Women Tshirts,8,black,loose,long,printed,typography,default,regular sleeves,zari woven,regular sleeves,no
33394,Women Tshirts,8,white,loose,long,printed,graphic,default,regular sleeves,zari woven,regular sleeves,no
33395,Women Tshirts,8,pink,boxy,crop,printed,typography,long sleeves,cuffed sleeves,zari woven,regular sleeves,no
33396,Women Tshirts,8,default,regular,regular,solid,solid,long sleeves,regular sleeves,zari woven,regular sleeves,no
33397,Women Tshirts,8,black,boxy,crop,printed,typography,long sleeves,cuffed sleeves,zari woven,regular sleeves,no
33398,Women Tshirts,8,black,regular,crop,solid,solid,short sleeves,regular sleeves,zari woven,regular sleeves,no
33399,Women Tshirts,8,white,loose,long,printed,graphic,default,regular sleeves,zari woven,regular sleeves,no
33400,Women Tshirts,8,multicolor,regular,regular,default,default,default,regular sleeves,zari woven,regular sleeves,no
33401,Women Tshirts,8,maroon,regular,crop,printed,funky print,long sleeves,cuffed sleeves,zari woven,regular sleeves,no
33402,Women Tshirts,8,white,loose,long,printed,quirky,default,regular sleeves,zari woven,regular sleeves,no
33403,Women Tshirts,8,white,loose,long,printed,graphic,default,regular sleeves,zari woven,regular sleeves,no
33404,Women Tshirts,8,white,loose,long,printed,graphic,default,regular sleeves,zari woven,regular sleeves,no
33405,Women Tshirts,8,default,regular,crop,solid,solid,short sleeves,regular sleeves,zari woven,regular sleeves,no
33406,Women Tshirts,8,yellow,regular,regular,solid,solid,long sleeves,regular sleeves,zari woven,regular sleeves,no
33407,Women Tshirts,8,default,regular,regular,printed,graphic,long sleeves,cuffed sleeves,zari woven,regular sleeves,no
33408,Women Tshirts,8,default,regular,crop,printed,quirky,long sleeves,cuffed sleeves,zari woven,regular sleeves,no
33409,Women Tshirts,8,maroon,regular,crop,printed,quirky,long sleeves,cuffed sleeves,zari woven,regular sleeves,no
33410,Women Tshirts,8,default,regular,crop,printed,funky print,long sleeves,cuffed sleeves,zari woven,regular sleeves,no
33411,Women Tshirts,8,black,regular,crop,printed,quirky,long sleeves,cuffed sleeves,zari woven,regular sleeves,no
33412,Women Tshirts,8,pink,regular,crop,printed,quirky,long sleeves,cuffed sleeves,zari woven,regular sleeves,no
33413,Women Tshirts,8,white,loose,long,printed,graphic,default,regular sleeves,zari woven,regular sleeves,no
33414,Women Tshirts,8,default,regular,regular,printed,quirky,long sleeves,cuffed sleeves,zari woven,regular sleeves,no
33415,Women Tshirts,8,white,loose,long,printed,graphic,default,regular sleeves,zari woven,regular sleeves,no
33416,Women Tshirts,8,black,loose,long,printed,funky print,short sleeves,regular sleeves,zari woven,regular sleeves,no
33417,Women Tshirts,8,multicolor,loose,regular,default,default,short sleeves,regular sleeves,zari woven,regular sleeves,no
33418,Women Tshirts,8,pink,regular,crop,printed,funky print,long sleeves,cuffed sleeves,zari woven,regular sleeves,no
33419,Women Tshirts,8,black,regular,regular,printed,graphic,long sleeves,cuffed sleeves,zari woven,regular sleeves,no
33420,Women Tshirts,8,yellow,loose,regular,default,default,short sleeves,regular sleeves,zari woven,regular sleeves,no
33421,Women Tshirts,8,pink,regular,crop,printed,default,long sleeves,cuffed sleeves,zari woven,regular sleeves,no
33422,Women Tshirts,8,maroon,loose,long,printed,default,short sleeves,regular sleeves,zari woven,regular sleeves,no
33423,Women Tshirts,8,maroon,regular,crop,printed,funky print,long sleeves,cuffed sleeves,zari woven,regular sleeves,no
33424,Women Tshirts,8,default,regular,crop,printed,funky print,long sleeves,cuffed sleeves,zari woven,regular sleeves,no
33425,Women Tshirts,8,black,regular,crop,printed,quirky,long sleeves,cuffed sleeves,zari woven,regular sleeves,no
33426,Women Tshirts,8,pink,boxy,crop,solid,solid,short sleeves,regular sleeves,zari woven,regular sleeves,no
33427,Women Tshirts,8,default,regular,crop,printed,funky print,default,regular sleeves,zari woven,regular sleeves,no
33428,Women Tshirts,8,black,regular,long,printed,funky print,default,regular sleeves,zari woven,regular sleeves,no
33429,Women Tshirts,8,default,loose,long,printed,typography,default,regular sleeves,zari woven,regular sleeves,no
33430,Women Tshirts,8,black,regular,crop,printed,graphic,long sleeves,cuffed sleeves,zari woven,regular sleeves,no
33431,Women Tshirts,8,multicolor,regular,long,default,default,short sleeves,regular sleeves,zari woven,regular sleeves,no
33432,Women Tshirts,8,default,regular,long,default,default,short sleeves,regular sleeves,zari woven,regular sleeves,no
33433,Women Tshirts,8,white,loose,long,printed,quirky,short sleeves,regular sleeves,zari woven,regular sleeves,no
33434,Women Tshirts,8,black,regular,crop,printed,typography,default,regular sleeves,zari woven,regular sleeves,no
33435,Women Tshirts,8,yellow,regular,crop,printed,typography,default,regular sleeves,zari woven,regular sleeves,no
33436,Women Tshirts,8,maroon,loose,long,printed,quirky,short sleeves,regular sleeves,zari woven,regular sleeves,no
33437,Women Tshirts,8,multicolor,regular,regular,printed,default,default,regular sleeves,zari woven,regular sleeves,no
33438,Women Tshirts,8,pink,loose,long,printed,graphic,short sleeves,regular sleeves,zari woven,regular sleeves,no
33439,Women Tshirts,8,multicolor,regular,regular,printed,default,default,regular sleeves,zari woven,regular sleeves,no
33440,Women Tshirts,8,multicolor,regular,regular,printed,default,default,regular sleeves,zari woven,regular sleeves,no
33441,Women Tshirts,8,yellow,loose,long,printed,funky print,short sleeves,regular sleeves,zari woven,regular sleeves,no
33442,Women Tshirts,8,multicolor,regular,regular,printed,default,default,regular sleeves,zari woven,regular sleeves,no
33443,Women Tshirts,8,yellow,regular,crop,printed,quirky,default,regular sleeves,zari woven,regular sleeves,no
33444,Women Tshirts,8,pink,regular,regular,printed,funky print,default,regular sleeves,zari woven,regular sleeves,no
33445,Women Tshirts,8,default,boxy,crop,solid,solid,short sleeves,regular sleeves,zari woven,regular sleeves,no
33446,Women Tshirts,8,black,regular,crop,printed,funky print,long sleeves,cuffed sleeves,zari woven,regular sleeves,no
33447,Women Tshirts,8,yellow,regular,crop,printed,funky print,long sleeves,cuffed sleeves,zari woven,regular sleeves,no
33448,Women Tshirts,8,default,regular,long,printed,funky print,default,regular sleeves,zari woven,regular sleeves,no
33449,Women Tshirts,8,black,regular,long,printed,funky print,default,regular sleeves,zari woven,regular sleeves,no
33450,Women Tshirts,8,pink,boxy,crop,printed,typography,long sleeves,cuffed sleeves,zari woven,regular sleeves,no
33451,Women Tshirts,8,black,regular,crop,printed,solid,long sleeves,regular sleeves,zari woven,regular sleeves,no
33452,Women Tshirts,8,default,loose,long,printed,funky print,short sleeves,regular sleeves,zari woven,regular sleeves,no
33453,Women Tshirts,8,default,regular,regular,printed,graphic,default,regular sleeves,zari woven,regular sleeves,no
33454,Women Tshirts,8,pink,regular,regular,default,default,long sleeves,regular sleeves,zari woven,regular sleeves,no
33455,Women Tshirts,8,black,boxy,crop,solid,solid,short sleeves,regular sleeves,zari woven,regular sleeves,no
33456,Women Tshirts,8,black,loose,long,printed,graphic,short sleeves,regular sleeves,zari woven,regular sleeves,no
33457,Women Tshirts,8,default,boxy,crop,printed,typography,long sleeves,cuffed sleeves,zari woven,regular sleeves,no
33458,Women Tshirts,8,black,boxy,crop,printed,typography,long sleeves,cuffed sleeves,zari woven,regular sleeves,no
33459,Women Tshirts,8,default,boxy,crop,solid,solid,short sleeves,regular sleeves,zari woven,regular sleeves,no
33460,Women Tshirts,8,default,boxy,crop,solid,funky print,short sleeves,regular sleeves,zari woven,regular sleeves,no
33461,Women Tshirts,8,yellow,regular,long,printed,funky print,default,regular sleeves,zari woven,regular sleeves,no
33462,Women Tshirts,8,default,regular,crop,printed,graphic,default,regular sleeves,zari woven,regular sleeves,no
33463,Women Tshirts,8,default,loose,regular,default,default,short sleeves,regular sleeves,zari woven,regular sleeves,no
33464,Women Tshirts,8,multicolor,loose,regular,default,default,short sleeves,regular sleeves,zari woven,regular sleeves,no
33465,Women Tshirts,8,default,loose,long,printed,graphic,short sleeves,regular sleeves,zari woven,regular sleeves,no
33466,Women Tshirts,8,multicolor,loose,regular,default,default,short sleeves,regular sleeves,zari woven,regular sleeves,no
33467,Women Tshirts,8,black,regular,crop,printed,graphic,long sleeves,cuffed sleeves,zari woven,regular sleeves,no
33468,Women Tshirts,8,yellow,loose,long,printed,funky print,short sleeves,regular sleeves,zari woven,regular sleeves,no
33469,Women Tshirts,8,pink,regular,crop,printed,funky print,long sleeves,cuffed sleeves,zari woven,regular sleeves,no
33470,Women Tshirts,8,multicolor,loose,regular,default,default,short sleeves,regular sleeves,zari woven,regular sleeves,no
33471,Women Tshirts,8,yellow,regular,crop,printed,graphic,long sleeves,cuffed sleeves,zari woven,regular sleeves,no
33472,Women Tshirts,8,default,regular,crop,printed,funky print,long sleeves,cuffed sleeves,zari woven,regular sleeves,no
33473,Women Tshirts,8,black,regular,long,printed,funky print,default,regular sleeves,zari woven,regular sleeves,no
33474,Women Tshirts,8,default,regular,regular,printed,graphic,long sleeves,cuffed sleeves,zari woven,regular sleeves,no
33475,Women Tshirts,8,multicolor,regular,long,printed,default,default,regular sleeves,zari woven,regular sleeves,no
33476,Women Tshirts,8,yellow,regular,crop,printed,quirky,long sleeves,cuffed sleeves,zari woven,regular sleeves,no
33477,Women Tshirts,8,black,regular,long,printed,funky print,default,regular sleeves,zari woven,regular sleeves,no
33478,Women Tshirts,8,black,regular,crop,printed,funky print,long sleeves,cuffed sleeves,zari woven,regular sleeves,no
33479,Women Tshirts,8,pink,regular,crop,printed,funky print,long sleeves,cuffed sleeves,zari woven,regular sleeves,no
33480,Women Tshirts,8,black,loose,long,printed,funky print,short sleeves,regular sleeves,zari woven,regular sleeves,no
33481,Women Tshirts,8,yellow,loose,regular,solid,solid,short sleeves,regular sleeves,zari woven,regular sleeves,no
33482,Women Tshirts,8,pink,regular,crop,printed,funky print,default,regular sleeves,zari woven,regular sleeves,no
33483,Women Tshirts,8,maroon,loose,long,printed,quirky,short sleeves,regular sleeves,zari woven,regular sleeves,no
33484,Women Tshirts,8,black,regular,crop,printed,funky print,long sleeves,cuffed sleeves,zari woven,regular sleeves,no
33485,Women Tshirts,8,yellow,regular,crop,printed,funky print,long sleeves,cuffed sleeves,zari woven,regular sleeves,no
33486,Women Tshirts,8,pink,regular,crop,printed,quirky,long sleeves,cuffed sleeves,zari woven,regular sleeves,no
33487,Women Tshirts,8,default,loose,long,printed,graphic,short sleeves,regular sleeves,zari woven,regular sleeves,no
33488,Women Tshirts,8,black,loose,long,printed,quirky,short sleeves,regular sleeves,zari woven,regular sleeves,no
33489,Women Tshirts,8,black,regular,crop,printed,graphic,long sleeves,cuffed sleeves,zari woven,regular sleeves,no
33490,Women Tshirts,8,default,regular,regular,solid,solid,long sleeves,regular sleeves,zari woven,regular sleeves,no
33491,Women Tshirts,8,default,regular,long,printed,funky print,default,regular sleeves,zari woven,regular sleeves,no
33492,Women Tshirts,8,default,regular,long,printed,funky print,default,regular sleeves,zari woven,regular sleeves,no
33493,Women Tshirts,8,default,loose,long,printed,quirky,short sleeves,regular sleeves,zari woven,regular sleeves,no
33494,Women Tshirts,8,yellow,regular,crop,printed,graphic,long sleeves,cuffed sleeves,zari woven,regular sleeves,no
33495,Women Tshirts,8,white,regular,crop,printed,funky print,default,regular sleeves,zari woven,regular sleeves,no
33496,Women Tshirts,8,maroon,loose,long,printed,funky print,short sleeves,regular sleeves,zari woven,regular sleeves,no
33497,Women Tshirts,8,default,boxy,crop,printed,graphic,long sleeves,regular sleeves,zari woven,regular sleeves,no
33498,Women Tshirts,8,default,regular,regular,printed,quirky,long sleeves,regular sleeves,zari woven,regular sleeves,no
33499,Women Tshirts,8,maroon,loose,long,printed,default,short sleeves,regular sleeves,zari woven,regular sleeves,no
33500,Women Tshirts,8,pink,regular,crop,printed,funky print,long sleeves,cuffed sleeves,zari woven,regular sleeves,no
33501,Women Tshirts,8,default,regular,long,printed,funky print,default,regular sleeves,zari woven,regular sleeves,no
33502,Women Tshirts,8,black,regular,crop,printed,funky print,long sleeves,cuffed sleeves,zari woven,regular sleeves,no
33503,Women Tshirts,8,default,regular,regular,solid,solid,short sleeves,regular sleeves,zari woven,regular sleeves,no
33504,Women Tshirts,8,black,regular,regular,solid,solid,long sleeves,regular sleeves,zari woven,regular sleeves,no
33505,Women Tshirts,8,default,regular,long,printed,funky print,default,regular sleeves,zari woven,regular sleeves,no
33506,Women Tshirts,8,default,regular,long,printed,funky print,default,regular sleeves,zari woven,regular sleeves,no
33507,Women Tshirts,8,default,regular,long,printed,funky print,default,regular sleeves,zari woven,regular sleeves,no
33508,Women Tshirts,8,black,regular,long,printed,funky print,default,regular sleeves,zari woven,regular sleeves,no
33509,Women Tshirts,8,yellow,regular,crop,printed,quirky,default,regular sleeves,zari woven,regular sleeves,no
33510,Women Tshirts,8,maroon,regular,crop,printed,funky print,long sleeves,cuffed sleeves,zari woven,regular sleeves,no
33511,Women Tshirts,8,white,loose,long,solid,solid,short sleeves,regular sleeves,zari woven,regular sleeves,no
33512,Women Tshirts,8,pink,regular,regular,printed,graphic,long sleeves,cuffed sleeves,zari woven,regular sleeves,no
33513,Women Tshirts,8,default,regular,regular,printed,graphic,long sleeves,cuffed sleeves,zari woven,regular sleeves,no
33514,Women Tshirts,8,default,regular,regular,printed,graphic,long sleeves,cuffed sleeves,zari woven,regular sleeves,no
33515,Women Tshirts,8,black,boxy,crop,solid,solid,short sleeves,regular sleeves,zari woven,regular sleeves,no
33516,Women Tshirts,8,yellow,regular,regular,printed,funky print,long sleeves,cuffed sleeves,zari woven,regular sleeves,no
33517,Women Tshirts,8,black,regular,long,printed,funky print,default,regular sleeves,zari woven,regular sleeves,no
33518,Women Tshirts,8,black,regular,long,printed,funky print,default,regular sleeves,zari woven,regular sleeves,no
33519,Women Tshirts,8,black,regular,long,printed,funky print,default,regular sleeves,zari woven,regular sleeves,no
33520,Women Tshirts,8,pink,regular,long,printed,funky print,default,regular sleeves,zari woven,regular sleeves,no
33521,Women Tshirts,8,black,regular,long,printed,funky print,default,regular sleeves,zari woven,regular sleeves,no
33522,Women Tshirts,8,white,loose,long,printed,quirky,default,regular sleeves,zari woven,regular sleeves,no
33523,Women Tshirts,8,yellow,loose,long,printed,funky print,short sleeves,regular sleeves,zari woven,regular sleeves,no
33524,Women Tshirts,8,yellow,regular,long,printed,funky print,default,regular sleeves,zari woven,regular sleeves,no
33525,Women Tshirts,8,white,regular,regular,printed,funky print,default,regular sleeves,zari woven,regular sleeves,no
33526,Women Tshirts,8,default,regular,long,printed,funky print,default,regular sleeves,zari woven,regular sleeves,no
