id,Category,len,attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,attr_7,attr_8,attr_9,attr_10
53310,Women Tops & Tunics,10,white,regular,regular,printed,casual,solid,regular sleeves,zari woven,regular sleeves,no
53311,Women Tops & Tunics,10,black,regular,regular,round neck,casual,short sleeves,regular sleeves,long sleeves,regular sleeves,knitted
53312,Women Tops & Tunics,10,default,regular,regular,default,casual,printed,default,three-quarter sleeves,regular sleeves,no
53313,Women Tops & Tunics,10,yellow,fitted,crop,round neck,casual,printed,quirky,short sleeves,regular sleeves,no
53314,Women Tops & Tunics,10,red,regular,crop,printed,casual,solid,regular sleeves,three-quarter sleeves,regular sleeves,knitted
53315,Women Tops & Tunics,10,white,regular,regular,stylised,casual,solid,solid,short sleeves,puff sleeves,no
53316,Women Tops & Tunics,10,navy blue,default,crop,v-neck,party,solid,solid,short sleeves,regular sleeves,knitted
53317,Women Tops & Tunics,10,red,fitted,regular,default,casual,solid,solid,short sleeves,default,applique
53318,Women Tops & Tunics,10,pink,default,regular,default,casual,default,floral,three-quarter sleeves,regular sleeves,no
53319,Women Tops & Tunics,10,default,fitted,regular,printed,casual,short sleeves,solid,three-quarter sleeves,regular sleeves,no
53320,Women Tops & Tunics,10,black,regular,regular,printed,casual,solid,solid,short sleeves,regular sleeves,no
53321,Women Tops & Tunics,10,black,boxy,crop,round neck,casual,printed,graphic,short sleeves,regular sleeves,no
53322,Women Tops & Tunics,10,white,regular,regular,round neck,casual,short sleeves,default,short sleeves,regular sleeves,no
53323,Women Tops & Tunics,10,default,fitted,regular,round neck,casual,solid,solid,short sleeves,puff sleeves,knitted
53324,Women Tops & Tunics,10,default,regular,regular,high,casual,short sleeves,solid,zari woven,regular sleeves,knitted
53325,Women Tops & Tunics,10,maroon,fitted,regular,high,casual,solid,solid,three-quarter sleeves,regular sleeves,ruffles
53326,Women Tops & Tunics,10,blue,regular,regular,round neck,casual,solid,solid,short sleeves,regular sleeves,knitted
53327,Women Tops & Tunics,10,blue,regular,regular,default,casual,short sleeves,default,zari woven,regular sleeves,no
53328,Women Tops & Tunics,10,black,fitted,regular,v-neck,casual,solid,solid,short sleeves,puff sleeves,knitted
53329,Women Tops & Tunics,10,default,fitted,regular,round neck,casual,solid,solid,short sleeves,regular sleeves,no
53330,Women Tops & Tunics,10,default,fitted,regular,sweetheart neck,casual,short sleeves,regular sleeves,zari woven,regular sleeves,knitted
53331,Women Tops & Tunics,10,red,regular,regular,printed,casual,short sleeves,regular sleeves,long sleeves,regular sleeves,no
53332,Women Tops & Tunics,10,default,regular,regular,round neck,casual,solid,solid,long sleeves,regular sleeves,knitted
53333,Women Tops & Tunics,10,default,regular,regular,printed,casual,short sleeves,regular sleeves,zari woven,puff sleeves,no
53334,Women Tops & Tunics,10,default,regular,regular,v-neck,casual,short sleeves,regular sleeves,zari woven,regular sleeves,knitted
53335,Women Tops & Tunics,10,default,regular,regular,round neck,casual,solid,solid,three-quarter sleeves,default,no
53336,Women Tops & Tunics,10,default,regular,regular,square neck,casual,short sleeves,regular sleeves,long sleeves,regular sleeves,no
53337,Women Tops & Tunics,10,peach,regular,regular,round neck,casual,default,solid,sleeveless,sleeveless,no
53338,Women Tops & Tunics,10,white,regular,regular,printed,casual,printed,regular sleeves,short sleeves,regular sleeves,no
53339,Women Tops & Tunics,10,default,regular,regular,round neck,casual,solid,solid,short sleeves,regular sleeves,no
53340,Women Tops & Tunics,10,red,regular,regular,printed,casual,short sleeves,regular sleeves,three-quarter sleeves,regular sleeves,no
53341,Women Tops & Tunics,10,default,regular,crop,printed,casual,short sleeves,solid,zari woven,regular sleeves,no
53342,Women Tops & Tunics,10,yellow,regular,regular,round neck,casual,solid,solid,short sleeves,regular sleeves,ruffles
53343,Women Tops & Tunics,10,maroon,fitted,regular,sweetheart neck,casual,solid,solid,short sleeves,puff sleeves,ruffles
53344,Women Tops & Tunics,10,default,regular,regular,printed,casual,short sleeves,regular sleeves,three-quarter sleeves,regular sleeves,no
53345,Women Tops & Tunics,10,white,regular,regular,printed,casual,short sleeves,regular sleeves,zari woven,regular sleeves,knitted
53346,Women Tops & Tunics,10,black,regular,regular,printed,casual,short sleeves,regular sleeves,short sleeves,regular sleeves,no
53347,Women Tops & Tunics,10,black,default,regular,round neck,casual,short sleeves,solid,long sleeves,regular sleeves,knitted
53348,Women Tops & Tunics,10,default,regular,regular,printed,casual,short sleeves,regular sleeves,long sleeves,regular sleeves,no
53349,Women Tops & Tunics,10,default,default,regular,round neck,casual,printed,default,long sleeves,regular sleeves,no
53350,Women Tops & Tunics,10,blue,fitted,crop,round neck,casual,solid,solid,long sleeves,regular sleeves,no
53351,Women Tops & Tunics,10,maroon,regular,regular,stylised,casual,solid,solid,short sleeves,puff sleeves,no
53352,Women Tops & Tunics,10,yellow,regular,regular,stylised,casual,solid,solid,short sleeves,puff sleeves,no
53353,Women Tops & Tunics,10,yellow,regular,regular,round neck,casual,default,default,short sleeves,regular sleeves,no
53354,Women Tops & Tunics,10,navy blue,regular,regular,round neck,casual,short sleeves,regular sleeves,three-quarter sleeves,regular sleeves,no
53355,Women Tops & Tunics,10,default,fitted,regular,round neck,casual,short sleeves,solid,zari woven,default,no
53356,Women Tops & Tunics,10,default,fitted,regular,round neck,casual,solid,solid,three-quarter sleeves,regular sleeves,knitted
53357,Women Tops & Tunics,10,multicolor,regular,crop,round neck,casual,printed,default,three-quarter sleeves,regular sleeves,tie-ups
53358,Women Tops & Tunics,10,default,regular,regular,high,casual,solid,regular sleeves,three-quarter sleeves,regular sleeves,no
53359,Women Tops & Tunics,10,white,default,regular,default,casual,short sleeves,regular sleeves,zari woven,regular sleeves,no
53360,Women Tops & Tunics,10,pink,fitted,regular,stylised,casual,short sleeves,solid,short sleeves,regular sleeves,no
53361,Women Tops & Tunics,10,black,regular,regular,round neck,casual,short sleeves,regular sleeves,zari woven,regular sleeves,no
53362,Women Tops & Tunics,10,yellow,boxy,crop,round neck,casual,printed,graphic,short sleeves,regular sleeves,no
53363,Women Tops & Tunics,10,navy blue,default,regular,printed,party,solid,solid,zari woven,regular sleeves,default
53364,Women Tops & Tunics,10,default,regular,regular,square neck,casual,short sleeves,solid,three-quarter sleeves,regular sleeves,no
53365,Women Tops & Tunics,10,default,regular,regular,round neck,casual,solid,regular sleeves,three-quarter sleeves,regular sleeves,no
53366,Women Tops & Tunics,10,black,fitted,regular,round neck,casual,default,default,short sleeves,regular sleeves,default
53367,Women Tops & Tunics,10,yellow,regular,crop,round neck,casual,printed,default,short sleeves,regular sleeves,tie-ups
53368,Women Tops & Tunics,10,default,regular,regular,v-neck,casual,solid,regular sleeves,long sleeves,regular sleeves,knitted
53369,Women Tops & Tunics,10,black,default,regular,default,casual,default,floral,zari woven,regular sleeves,default
53370,Women Tops & Tunics,10,default,regular,regular,printed,casual,short sleeves,regular sleeves,long sleeves,regular sleeves,knitted
53371,Women Tops & Tunics,10,default,regular,regular,high,casual,short sleeves,regular sleeves,zari woven,regular sleeves,no
53372,Women Tops & Tunics,10,default,regular,regular,sweetheart neck,casual,short sleeves,regular sleeves,zari woven,regular sleeves,knitted
53373,Women Tops & Tunics,10,blue,regular,regular,printed,casual,short sleeves,solid,three-quarter sleeves,regular sleeves,no
53374,Women Tops & Tunics,10,default,regular,regular,round neck,casual,solid,solid,short sleeves,default,default
53375,Women Tops & Tunics,10,red,regular,regular,round neck,casual,solid,solid,three-quarter sleeves,default,applique
53376,Women Tops & Tunics,10,green,regular,regular,round neck,casual,printed,default,three-quarter sleeves,regular sleeves,no
53377,Women Tops & Tunics,10,white,boxy,crop,round neck,casual,printed,graphic,long sleeves,regular sleeves,no
53378,Women Tops & Tunics,10,red,regular,regular,v-neck,casual,solid,solid,short sleeves,default,no
53379,Women Tops & Tunics,10,multicolor,fitted,regular,high,casual,printed,default,zari woven,regular sleeves,no
53380,Women Tops & Tunics,10,maroon,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,no
53381,Women Tops & Tunics,10,peach,fitted,regular,round neck,casual,solid,solid,short sleeves,regular sleeves,knitted
53382,Women Tops & Tunics,10,default,regular,regular,high,casual,short sleeves,regular sleeves,zari woven,regular sleeves,no
53383,Women Tops & Tunics,10,default,fitted,crop,printed,casual,short sleeves,solid,short sleeves,regular sleeves,ruffles
53384,Women Tops & Tunics,10,default,regular,regular,round neck,casual,solid,solid,three-quarter sleeves,regular sleeves,no
53385,Women Tops & Tunics,10,pink,regular,regular,printed,casual,short sleeves,regular sleeves,short sleeves,puff sleeves,no
53386,Women Tops & Tunics,10,black,fitted,crop,round neck,casual,default,default,short sleeves,regular sleeves,no
53387,Women Tops & Tunics,10,red,fitted,regular,sweetheart neck,casual,short sleeves,regular sleeves,zari woven,regular sleeves,no
53388,Women Tops & Tunics,10,pink,regular,regular,round neck,casual,solid,solid,three-quarter sleeves,default,ruffles
53389,Women Tops & Tunics,10,white,regular,regular,printed,casual,short sleeves,regular sleeves,short sleeves,puff sleeves,no
53390,Women Tops & Tunics,10,multicolor,default,crop,round neck,casual,solid,solid,three-quarter sleeves,regular sleeves,default
53391,Women Tops & Tunics,10,default,regular,regular,printed,casual,short sleeves,regular sleeves,three-quarter sleeves,regular sleeves,no
53392,Women Tops & Tunics,10,blue,regular,regular,printed,casual,short sleeves,solid,zari woven,regular sleeves,knitted
53393,Women Tops & Tunics,10,maroon,regular,crop,round neck,casual,printed,typography,long sleeves,regular sleeves,default
53394,Women Tops & Tunics,10,default,regular,regular,printed,casual,short sleeves,solid,long sleeves,regular sleeves,knitted
53395,Women Tops & Tunics,10,pink,regular,regular,round neck,casual,printed,default,three-quarter sleeves,regular sleeves,no
53396,Women Tops & Tunics,10,white,fitted,crop,round neck,casual,solid,solid,three-quarter sleeves,regular sleeves,knitted
53397,Women Tops & Tunics,10,red,regular,crop,round neck,casual,default,default,short sleeves,regular sleeves,knitted
53398,Women Tops & Tunics,10,default,regular,regular,printed,casual,short sleeves,regular sleeves,zari woven,puff sleeves,no
53399,Women Tops & Tunics,10,default,regular,regular,printed,casual,short sleeves,regular sleeves,zari woven,puff sleeves,no
53400,Women Tops & Tunics,10,maroon,regular,regular,printed,casual,solid,regular sleeves,short sleeves,puff sleeves,no
53401,Women Tops & Tunics,10,black,boxy,crop,round neck,casual,printed,quirky,short sleeves,regular sleeves,tie-ups
53402,Women Tops & Tunics,10,multicolor,default,crop,default,casual,printed,regular sleeves,sleeveless,regular sleeves,no
53403,Women Tops & Tunics,10,black,regular,regular,printed,casual,solid,regular sleeves,zari woven,regular sleeves,no
53404,Women Tops & Tunics,10,white,regular,regular,sweetheart neck,casual,solid,solid,short sleeves,puff sleeves,no
53405,Women Tops & Tunics,10,peach,regular,regular,round neck,casual,printed,floral,three-quarter sleeves,default,no
53406,Women Tops & Tunics,10,pink,regular,regular,stylised,casual,solid,solid,short sleeves,puff sleeves,no
53407,Women Tops & Tunics,10,multicolor,regular,regular,v-neck,casual,solid,solid,short sleeves,puff sleeves,ruffles
53408,Women Tops & Tunics,10,peach,regular,regular,default,casual,solid,solid,sleeveless,sleeveless,no
53409,Women Tops & Tunics,10,white,regular,crop,printed,casual,printed,regular sleeves,short sleeves,regular sleeves,no
53410,Women Tops & Tunics,10,yellow,fitted,crop,default,casual,solid,solid,sleeveless,sleeveless,no
53411,Women Tops & Tunics,10,white,fitted,regular,square neck,party,solid,solid,short sleeves,puff sleeves,no
53412,Women Tops & Tunics,10,pink,regular,regular,round neck,casual,short sleeves,regular sleeves,zari woven,regular sleeves,no
53413,Women Tops & Tunics,10,peach,fitted,regular,round neck,casual,solid,solid,short sleeves,regular sleeves,knitted
53414,Women Tops & Tunics,10,maroon,regular,regular,round neck,casual,printed,default,three-quarter sleeves,regular sleeves,no
53415,Women Tops & Tunics,10,multicolor,fitted,regular,high,casual,printed,default,long sleeves,regular sleeves,no
53416,Women Tops & Tunics,10,default,regular,regular,square neck,casual,solid,solid,zari woven,puff sleeves,no
53417,Women Tops & Tunics,10,black,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,no
53418,Women Tops & Tunics,10,pink,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,no
53419,Women Tops & Tunics,10,multicolor,regular,regular,round neck,casual,solid,default,three-quarter sleeves,regular sleeves,applique
53420,Women Tops & Tunics,10,pink,regular,regular,square neck,casual,solid,solid,three-quarter sleeves,puff sleeves,no
53421,Women Tops & Tunics,10,white,regular,regular,v-neck,casual,printed,solid,sleeveless,regular sleeves,ruffles
53422,Women Tops & Tunics,10,default,regular,regular,square neck,casual,solid,solid,zari woven,regular sleeves,no
53423,Women Tops & Tunics,10,default,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,no
53424,Women Tops & Tunics,10,black,regular,regular,round neck,casual,short sleeves,solid,long sleeves,regular sleeves,no
53425,Women Tops & Tunics,10,white,regular,regular,printed,casual,short sleeves,regular sleeves,short sleeves,regular sleeves,no
53426,Women Tops & Tunics,10,default,regular,regular,printed,casual,short sleeves,regular sleeves,zari woven,puff sleeves,no
53427,Women Tops & Tunics,10,default,regular,regular,square neck,casual,short sleeves,solid,zari woven,regular sleeves,no
53428,Women Tops & Tunics,10,maroon,fitted,regular,round neck,casual,solid,solid,three-quarter sleeves,default,knitted
53429,Women Tops & Tunics,10,default,fitted,crop,square neck,casual,solid,solid,short sleeves,regular sleeves,knitted
53430,Women Tops & Tunics,10,red,regular,regular,v-neck,casual,default,default,short sleeves,regular sleeves,no
53431,Women Tops & Tunics,10,yellow,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,default
53432,Women Tops & Tunics,10,blue,default,regular,round neck,casual,solid,solid,long sleeves,regular sleeves,applique
53433,Women Tops & Tunics,10,default,regular,regular,square neck,casual,solid,regular sleeves,zari woven,regular sleeves,knitted
53434,Women Tops & Tunics,10,red,fitted,crop,high,casual,solid,solid,short sleeves,regular sleeves,knitted
53435,Women Tops & Tunics,10,blue,regular,regular,round neck,casual,solid,solid,short sleeves,regular sleeves,knitted
53436,Women Tops & Tunics,10,default,regular,regular,round neck,casual,printed,quirky,three-quarter sleeves,regular sleeves,no
53437,Women Tops & Tunics,10,default,regular,regular,printed,casual,short sleeves,regular sleeves,zari woven,regular sleeves,no
53438,Women Tops & Tunics,10,yellow,regular,regular,round neck,casual,printed,typography,long sleeves,regular sleeves,tie-ups
53439,Women Tops & Tunics,10,black,fitted,crop,round neck,casual,solid,solid,sleeveless,sleeveless,applique
53440,Women Tops & Tunics,10,default,regular,regular,printed,casual,short sleeves,solid,long sleeves,regular sleeves,no
53441,Women Tops & Tunics,10,pink,fitted,regular,round neck,casual,solid,regular sleeves,long sleeves,regular sleeves,knitted
53442,Women Tops & Tunics,10,white,fitted,regular,round neck,casual,solid,solid,short sleeves,regular sleeves,knitted
53443,Women Tops & Tunics,10,pink,fitted,crop,default,casual,solid,solid,sleeveless,sleeveless,no
53444,Women Tops & Tunics,10,black,regular,crop,round neck,casual,solid,regular sleeves,short sleeves,default,knitted
53445,Women Tops & Tunics,10,maroon,fitted,crop,v-neck,casual,solid,solid,long sleeves,regular sleeves,knitted
53446,Women Tops & Tunics,10,default,default,regular,default,casual,default,regular sleeves,three-quarter sleeves,regular sleeves,default
53447,Women Tops & Tunics,10,black,fitted,regular,round neck,casual,solid,solid,three-quarter sleeves,default,knitted
53448,Women Tops & Tunics,10,yellow,boxy,crop,round neck,casual,printed,graphic,long sleeves,default,no
53449,Women Tops & Tunics,10,default,regular,regular,printed,casual,short sleeves,regular sleeves,zari woven,puff sleeves,no
53450,Women Tops & Tunics,10,peach,regular,regular,round neck,casual,short sleeves,solid,zari woven,regular sleeves,knitted
53451,Women Tops & Tunics,10,default,regular,regular,default,casual,solid,solid,short sleeves,default,default
53452,Women Tops & Tunics,10,black,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,no
53453,Women Tops & Tunics,10,white,regular,crop,round neck,casual,printed,graphic,sleeveless,sleeveless,no
53454,Women Tops & Tunics,10,black,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,default
53455,Women Tops & Tunics,10,default,regular,regular,printed,casual,short sleeves,default,zari woven,puff sleeves,no
53456,Women Tops & Tunics,10,red,default,regular,high,casual,solid,solid,short sleeves,default,applique
53457,Women Tops & Tunics,10,blue,regular,regular,round neck,party,printed,quirky,short sleeves,regular sleeves,ruffles
53458,Women Tops & Tunics,10,red,regular,regular,default,casual,solid,solid,three-quarter sleeves,regular sleeves,no
53459,Women Tops & Tunics,10,pink,boxy,crop,round neck,casual,printed,typography,long sleeves,regular sleeves,no
53460,Women Tops & Tunics,10,black,regular,regular,printed,casual,short sleeves,regular sleeves,zari woven,regular sleeves,no
53461,Women Tops & Tunics,10,green,fitted,regular,printed,casual,short sleeves,solid,short sleeves,puff sleeves,no
53462,Women Tops & Tunics,10,default,regular,regular,printed,casual,short sleeves,default,zari woven,regular sleeves,no
53463,Women Tops & Tunics,10,white,fitted,regular,round neck,casual,default,default,short sleeves,regular sleeves,no
53464,Women Tops & Tunics,10,red,fitted,crop,round neck,casual,solid,solid,short sleeves,regular sleeves,knitted
53465,Women Tops & Tunics,10,default,regular,regular,high,casual,solid,solid,zari woven,regular sleeves,knitted
53466,Women Tops & Tunics,10,pink,regular,regular,round neck,casual,short sleeves,regular sleeves,zari woven,regular sleeves,no
53467,Women Tops & Tunics,10,default,fitted,regular,v-neck,casual,short sleeves,regular sleeves,zari woven,regular sleeves,no
53468,Women Tops & Tunics,10,black,fitted,regular,printed,casual,solid,regular sleeves,zari woven,regular sleeves,knitted
53469,Women Tops & Tunics,10,green,regular,regular,printed,casual,solid,regular sleeves,zari woven,regular sleeves,knitted
53470,Women Tops & Tunics,10,default,fitted,regular,high,casual,solid,solid,long sleeves,regular sleeves,no
53471,Women Tops & Tunics,10,black,regular,regular,round neck,casual,printed,solid,short sleeves,default,no
53472,Women Tops & Tunics,10,multicolor,regular,regular,round neck,casual,default,regular sleeves,long sleeves,regular sleeves,no
53473,Women Tops & Tunics,10,maroon,fitted,regular,round neck,casual,solid,solid,three-quarter sleeves,regular sleeves,knitted
53474,Women Tops & Tunics,10,pink,regular,regular,high,casual,solid,solid,short sleeves,regular sleeves,ruffles
53475,Women Tops & Tunics,10,default,regular,regular,printed,casual,short sleeves,solid,three-quarter sleeves,puff sleeves,no
53476,Women Tops & Tunics,10,white,regular,crop,round neck,casual,printed,typography,sleeveless,sleeveless,knitted
53477,Women Tops & Tunics,10,green,fitted,regular,default,casual,solid,solid,long sleeves,regular sleeves,no
53478,Women Tops & Tunics,10,white,regular,crop,round neck,casual,printed,quirky,short sleeves,regular sleeves,waist tie-ups
53479,Women Tops & Tunics,10,white,regular,regular,round neck,casual,short sleeves,solid,short sleeves,regular sleeves,no
53480,Women Tops & Tunics,10,default,default,regular,printed,casual,solid,regular sleeves,zari woven,regular sleeves,no
53481,Women Tops & Tunics,10,pink,fitted,regular,printed,casual,solid,solid,zari woven,puff sleeves,no
53482,Women Tops & Tunics,10,yellow,regular,regular,printed,casual,short sleeves,regular sleeves,long sleeves,regular sleeves,no
53483,Women Tops & Tunics,10,default,regular,regular,printed,casual,short sleeves,regular sleeves,zari woven,puff sleeves,no
53484,Women Tops & Tunics,10,default,fitted,regular,square neck,casual,short sleeves,solid,zari woven,regular sleeves,no
53485,Women Tops & Tunics,10,white,boxy,crop,round neck,casual,printed,quirky,short sleeves,regular sleeves,default
53486,Women Tops & Tunics,10,white,boxy,crop,round neck,casual,printed,quirky,short sleeves,regular sleeves,no
53487,Women Tops & Tunics,10,default,regular,regular,printed,casual,short sleeves,regular sleeves,zari woven,regular sleeves,no
53488,Women Tops & Tunics,10,default,regular,regular,printed,casual,short sleeves,regular sleeves,short sleeves,regular sleeves,no
53489,Women Tops & Tunics,10,pink,boxy,crop,v-neck,casual,printed,typography,short sleeves,regular sleeves,no
53490,Women Tops & Tunics,10,default,fitted,regular,square neck,casual,short sleeves,regular sleeves,zari woven,regular sleeves,knitted
53491,Women Tops & Tunics,10,peach,fitted,crop,printed,casual,solid,regular sleeves,zari woven,default,default
53492,Women Tops & Tunics,10,black,fitted,crop,v-neck,casual,printed,floral,long sleeves,regular sleeves,default
53493,Women Tops & Tunics,10,peach,fitted,crop,default,casual,solid,solid,short sleeves,regular sleeves,knitted
53494,Women Tops & Tunics,10,default,regular,regular,printed,casual,short sleeves,regular sleeves,zari woven,default,no
53495,Women Tops & Tunics,10,white,regular,regular,printed,casual,solid,regular sleeves,short sleeves,puff sleeves,no
53496,Women Tops & Tunics,10,default,regular,regular,high,casual,short sleeves,regular sleeves,long sleeves,regular sleeves,no
53497,Women Tops & Tunics,10,multicolor,regular,regular,round neck,casual,printed,default,short sleeves,regular sleeves,ruffles
53498,Women Tops & Tunics,10,maroon,regular,regular,printed,casual,short sleeves,regular sleeves,zari woven,puff sleeves,no
53499,Women Tops & Tunics,10,red,regular,regular,default,casual,solid,solid,short sleeves,default,ruffles
53500,Women Tops & Tunics,10,white,boxy,crop,round neck,casual,printed,graphic,short sleeves,regular sleeves,no
53501,Women Tops & Tunics,10,green,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,default
53502,Women Tops & Tunics,10,yellow,fitted,crop,v-neck,casual,solid,solid,long sleeves,regular sleeves,knitted
53503,Women Tops & Tunics,10,white,regular,regular,printed,casual,short sleeves,solid,zari woven,regular sleeves,no
53504,Women Tops & Tunics,10,black,regular,regular,high,casual,short sleeves,regular sleeves,short sleeves,regular sleeves,knitted
53505,Women Tops & Tunics,10,pink,regular,crop,round neck,casual,printed,typography,sleeveless,sleeveless,no
53506,Women Tops & Tunics,10,default,default,crop,printed,casual,solid,regular sleeves,zari woven,regular sleeves,no
53507,Women Tops & Tunics,10,pink,regular,regular,round neck,casual,short sleeves,default,short sleeves,regular sleeves,no
53508,Women Tops & Tunics,10,default,regular,regular,round neck,casual,printed,default,three-quarter sleeves,regular sleeves,no
53509,Women Tops & Tunics,10,black,regular,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,tie-ups
53510,Women Tops & Tunics,10,green,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,no
53511,Women Tops & Tunics,10,default,regular,regular,printed,casual,default,regular sleeves,sleeveless,regular sleeves,no
53512,Women Tops & Tunics,10,red,regular,regular,stylised,casual,solid,solid,short sleeves,default,no
53513,Women Tops & Tunics,10,white,regular,crop,v-neck,casual,solid,solid,sleeveless,sleeveless,no
53514,Women Tops & Tunics,10,pink,fitted,regular,square neck,casual,solid,solid,three-quarter sleeves,regular sleeves,knitted
53515,Women Tops & Tunics,10,maroon,fitted,regular,square neck,casual,solid,solid,three-quarter sleeves,default,knitted
53516,Women Tops & Tunics,10,default,fitted,crop,square neck,casual,solid,solid,short sleeves,regular sleeves,knitted
53517,Women Tops & Tunics,10,white,regular,regular,printed,casual,short sleeves,solid,zari woven,regular sleeves,no
53518,Women Tops & Tunics,10,multicolor,regular,regular,round neck,casual,printed,floral,three-quarter sleeves,regular sleeves,no
53519,Women Tops & Tunics,10,default,regular,regular,printed,casual,short sleeves,regular sleeves,zari woven,puff sleeves,no
53520,Women Tops & Tunics,10,black,regular,crop,printed,casual,short sleeves,regular sleeves,zari woven,regular sleeves,no
53521,Women Tops & Tunics,10,default,regular,regular,printed,casual,short sleeves,default,zari woven,regular sleeves,knitted
53522,Women Tops & Tunics,10,multicolor,regular,crop,v-neck,casual,solid,solid,short sleeves,regular sleeves,waist tie-ups
53523,Women Tops & Tunics,10,navy blue,regular,regular,v-neck,casual,solid,solid,short sleeves,default,knitted
53524,Women Tops & Tunics,10,pink,boxy,crop,round neck,casual,printed,typography,long sleeves,regular sleeves,no
53525,Women Tops & Tunics,10,default,regular,regular,printed,casual,solid,regular sleeves,long sleeves,regular sleeves,no
53526,Women Tops & Tunics,10,red,boxy,crop,printed,casual,short sleeves,default,long sleeves,regular sleeves,no
53527,Women Tops & Tunics,10,blue,regular,regular,round neck,casual,solid,solid,long sleeves,regular sleeves,knitted
53528,Women Tops & Tunics,10,blue,fitted,regular,round neck,casual,solid,solid,long sleeves,regular sleeves,tie-ups
53529,Women Tops & Tunics,10,blue,fitted,regular,round neck,casual,solid,solid,short sleeves,regular sleeves,default
53530,Women Tops & Tunics,10,blue,regular,regular,printed,casual,short sleeves,regular sleeves,zari woven,puff sleeves,no
53531,Women Tops & Tunics,10,green,fitted,regular,high,casual,solid,solid,short sleeves,regular sleeves,ruffles
53532,Women Tops & Tunics,10,blue,regular,regular,printed,casual,solid,regular sleeves,zari woven,puff sleeves,no
53533,Women Tops & Tunics,10,default,regular,regular,high,casual,short sleeves,solid,short sleeves,regular sleeves,no
53534,Women Tops & Tunics,10,default,regular,regular,round neck,casual,printed,default,three-quarter sleeves,regular sleeves,no
53535,Women Tops & Tunics,10,default,regular,regular,square neck,casual,solid,solid,three-quarter sleeves,puff sleeves,no
53536,Women Tops & Tunics,10,default,regular,regular,printed,casual,short sleeves,regular sleeves,long sleeves,regular sleeves,no
53537,Women Tops & Tunics,10,default,regular,regular,high,casual,short sleeves,regular sleeves,zari woven,regular sleeves,no
53538,Women Tops & Tunics,10,white,regular,regular,printed,casual,solid,regular sleeves,zari woven,regular sleeves,no
53539,Women Tops & Tunics,10,black,fitted,regular,printed,casual,solid,solid,short sleeves,regular sleeves,no
53540,Women Tops & Tunics,10,default,regular,crop,round neck,casual,printed,quirky,short sleeves,regular sleeves,default
53541,Women Tops & Tunics,10,default,regular,crop,default,casual,solid,regular sleeves,long sleeves,regular sleeves,no
53542,Women Tops & Tunics,10,default,regular,regular,round neck,casual,printed,default,three-quarter sleeves,regular sleeves,no
53543,Women Tops & Tunics,10,black,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,no
53544,Women Tops & Tunics,10,default,regular,regular,printed,casual,short sleeves,regular sleeves,three-quarter sleeves,regular sleeves,ruffles
53545,Women Tops & Tunics,10,pink,regular,crop,round neck,party,printed,graphic,short sleeves,regular sleeves,no
53546,Women Tops & Tunics,10,white,regular,regular,printed,casual,short sleeves,regular sleeves,zari woven,regular sleeves,no
53547,Women Tops & Tunics,10,yellow,fitted,regular,square neck,party,solid,solid,short sleeves,regular sleeves,ruffles
53548,Women Tops & Tunics,10,peach,regular,regular,printed,casual,short sleeves,regular sleeves,zari woven,regular sleeves,knitted
53549,Women Tops & Tunics,10,black,regular,regular,v-neck,casual,short sleeves,solid,short sleeves,default,no
53550,Women Tops & Tunics,10,default,regular,regular,printed,casual,short sleeves,regular sleeves,zari woven,puff sleeves,no
53551,Women Tops & Tunics,10,multicolor,regular,regular,round neck,casual,solid,solid,three-quarter sleeves,default,default
53552,Women Tops & Tunics,10,white,boxy,crop,default,casual,solid,solid,short sleeves,regular sleeves,no
53553,Women Tops & Tunics,10,default,default,regular,round neck,casual,solid,solid,long sleeves,regular sleeves,knitted
53554,Women Tops & Tunics,10,black,fitted,regular,high,casual,printed,default,short sleeves,regular sleeves,waist tie-ups
53555,Women Tops & Tunics,10,navy blue,regular,regular,round neck,casual,printed,default,three-quarter sleeves,regular sleeves,default
53556,Women Tops & Tunics,10,green,fitted,regular,round neck,casual,solid,solid,long sleeves,regular sleeves,knitted
53557,Women Tops & Tunics,10,default,fitted,regular,printed,casual,short sleeves,solid,short sleeves,regular sleeves,no
53558,Women Tops & Tunics,10,default,default,regular,high,casual,solid,solid,long sleeves,regular sleeves,default
53559,Women Tops & Tunics,10,red,fitted,regular,stylised,casual,solid,solid,short sleeves,puff sleeves,knitted
53560,Women Tops & Tunics,10,peach,regular,crop,printed,casual,short sleeves,solid,zari woven,regular sleeves,knitted
53561,Women Tops & Tunics,10,maroon,fitted,regular,printed,casual,solid,solid,zari woven,regular sleeves,knitted
